id,source_id,dataset,graph,strategy,provenance,tier,n_ann,label,prop,original_entity,perturbed_form,augmented_question,assigned_annotators
mindthequery:774,Complex_Retrieval_test:41,mindthequery,healthcare,partial,algorithmic,2-sample,2,Reaction,description,Neutrophilic dermatosis,Neutrophilic,Retrieve cases where the reported reaction is 'Neutrophilic' and the case was reported by 'Company Representative'. Return the primary IDs of the cases.,A;D
cypherbench:1463,dcca899b-2c01-4e95-ab95-f8f3d37700f8,cypherbench,movie,partial,llm,1-census,2,Genre,name,absurdist fiction,absurdist,What are the names and filming locations of movies that belong to the absurdist genre?,A;E
zograscope:1191,2712,zograscope,pole,typo,algorithmic,2-sample,2,Crime,type,vehicle crime,vehicle crmie,Which badge number did officers have which handled Bonneville vehicle crmie cases?,B;C
mindthequery:633,Complex_Aggregation_test:106,mindthequery,healthcare,alias,llm,1-census,2,Outcome,outcome,Disability,handicap,"What is the average age of cases that resulted in 'handicap', grouped by the 'reporterOccupation'?",B;D
zograscope:553,3307,zograscope,pole,typo,algorithmic,2-sample,1,Crime,last_outcome,Investigation complete; no suspect identified,Investigation complete; no suspect identifoed,"Can you identify vehicles associated with a crime that are marked as ""Investigation complete; no suspect identifoed"" and involve people with surname Williamson?",A
mindthequery:574,Complex_Aggregation_test:42,mindthequery,healthcare,partial,algorithmic,2-sample,2,ReportSource,name,Company Representative,Representative,"How many cases reported by 'Representative' involved drugs prescribed in therapy, and what is the average age of these cases?",B;E
mindthequery:668,Complex_Aggregation_test:148,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,What are the top 2 manufacturers with the highest number of registered cases that resulted in 'IME'?,C;D
cypherbench:1362,52834d3b-accb-430f-9533-214c56229396,cypherbench,geography,typo,algorithmic,2-sample,2,DrainageBasin,name,Lena basin,Lenaa basin,"Provide the names of all rivers that are part of the Lenaa basin, along with the count of rivers that flow into each of them.",C;E
mindthequery:612,Complex_Aggregation_test:84,mindthequery,healthcare,alias,llm,1-census,2,Outcome,outcome,Death,passing,"For cases where the outcome was 'passing', what is the average age across different reporter occupations, and what is the total number of such cases for each occupation?",D;E
zograscope:541,825,zograscope,pole,abbrev,llm,1-census,2,Person,name,Deborah,Deb,Could you list emails for Debs who share a home with a Bryant?,A;B
zograscope:946,3485,zograscope,pole,abbrev,llm,1-census,2,Person,name,Matthew,Matt.,What are the post codes of places where Matt. lived and a crime happened on 18/08/2017?,A;C
cypherbench:202,048783df-791f-494d-a6a7-9d20529f9559,cypherbench,nba,partial,llm,1-census,2,Division,name,Pacific Division,Pacific,What are the names of teams that are part of the Pacific and have had the Golden 1 Center as their home venue?,A;D
mindthequery:537,Complex_Aggregation_test:0,mindthequery,healthcare,alias,llm,1-census,2,Outcome,outcome,Disability,handicap,What is the total count of cases associated with each manufacturer where the case resulted in 'handicap'?,A;E
mindthequery:813,Complex_Retrieval_test:85,mindthequery,healthcare,abbrev,llm,1-census,2,Drug,name,NICOTINIC ACID,vitamin B3,"Find cases where the drug 'vitamin B3' is a primary suspect and the reporter's occupation is 'Consumer'. Also, find the reactions associated with these cases.",B;C
mindthequery:1212,Complex_Retrieval_test:212,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,Germany 2011,WWC 2011,Find the names of all coaches who coached a squad that participated in the 'WWC 2011' tournament and also find the id of the squad.,B;D
mindthequery:836,Complex_Retrieval_test:108,mindthequery,healthcare,abbrev,llm,1-census,2,ReportSource,name,Health Professional,HCP,Retrieve cases reported by 'HCP' where the age group is 'Elderly'. Return the case IDs and the reporter occupation.,B;E
mindthequery:364,Complex_Aggregation_test:108,mindthequery,er,abbrev,llm,1-census,2,User,gender,female,F,"What is the average year of movies watched by F users from each state, and how many distinct genres have they watched from each state?",C;D
cypherbench:1953,af8c2a35-6a72-4418-beeb-c622f9a50da4,cypherbench,politics,abbrev,attested,1-sample,2,Country,name,Seychelles,SEY,What are the unique official languages of countries that SEY has diplomatic relations with?,C;E
cypherbench:150,1f38fc20-60f8-4f77-8555-50ba18a84f05,cypherbench,nba,abbrev,llm,1-census,2,Team,name,Atlanta Hawks,Hawks,What are the names of the divisions that include either the Hawks or the Washington Wizards?,D;E
zograscope:1229,2676,zograscope,pole,typo,algorithmic,2-sample,1,Person,surname,Phillips,Phillpis,Can you find emails of individuals named Jerry who have a family connection to a Phillpis?,B
cypherbench:1286,0d51c972-7d99-42a2-9229-35ff20329710,cypherbench,geography,abbrev,attested,1-sample,2,Country,name,Republic of the Congo,CGO,"What are the names of rivers that flow through the CGO, sorted by their discharge in cubic meters per second from highest to lowest?",A;B
cypherbench:716,06ff52f2-e056-41a1-9349-0f9b0315f9fd,cypherbench,fictional_character,partial,algorithmic,2-sample,1,Location,name,Yuqing Guan,Yuqing,What are the names of characters who died in Yuqing?,C
zograscope:571,4953,zograscope,pole,typo,algorithmic,2-sample,1,Person,surname,Rodriguez,Rodrigusz,What are the email addresses of individuals who know the phone number of someone residing with a Rodrigusz?,D
mindthequery:1168,Complex_Retrieval_test:161,mindthequery,wwc,alias,llm,1-census,2,Team,name,Costa Rica,Las Ticas,"Retrieve the names of all players who played in matches on '1991-11-19' and also represent the team 'Las Ticas'. Return the player's name, the match stage, and the team name.",A;C
cypherbench:436,2fce5253-c8aa-444c-8452-ac53e1d33e9e,cypherbench,fictional_character,partial,llm,1-census,2,Character,name,Hoster Tully,Hoster,What are the names of characters who have Hoster as their father and were killed by Walder Frey?,A;D
mindthequery:381,Complex_Retrieval_test:16,mindthequery,er,abbrev,llm,1-census,2,User,state,Connecticut,CT,Find the IP addresses used by female users from 'CT' who have watched movies released before the year 2000. Return the distinct IP addresses.,A;E
cypherbench:261,f330a387-ba8d-4895-ac32-b4b4b53857af,cypherbench,flight_accident,abbrev,attested,1-sample,2,AircraftModel,name,Airbus A380,A380,"Which aircraft has a greater length in meters, the A380 or the Beechcraft 99 Airliner?",B;C
cypherbench:1441,0c2a5b0f-bb43-4f8a-bc81-42d59272a04e,cypherbench,movie,partial,algorithmic,2-sample,2,Movie,name,Fantastic Beasts: The Crimes of Grindelwald,Grindelwald,What are the names of countries that Grindelwald originates from or Rocky V was released in?,B;D
mindthequery:1022,Complex_Aggregation_test:211,mindthequery,wwc,alias,llm,1-census,2,Team,name,Sweden,Blågult,"For the team 'Blågult', calculate the total number of goals scored in all matches they played in the 'Germany 2011' tournament. Return the total goals scored by 'Blågult' in 'Germany 2011'.",B;E
mindthequery:687,Complex_Aggregation_test:171,mindthequery,healthcare,alias,llm,1-census,2,Outcome,outcome,Death,passing,What is the total number of cases associated with each manufacturer where the case resulted in 'passing'?,C;D
zograscope:475,2898,zograscope,pole,typo,algorithmic,2-sample,2,Officer,surname,Stanman,Stanmaan,What is the most recent crime involving someone surnamed George that Officer Stanmaan is investigating?,C;E
mindthequery:469,Complex_Retrieval_test:136,mindthequery,er,abbrev,attested,1-sample,2,User,country,us,United States,"Find the first name of users who are female and live in the 'United States', and have watched more than one movie.",D;E
cypherbench:1185,ce23daeb-dc6d-4a92-ad7a-f69b5ad3179d,cypherbench,geography,alias,llm,1-census,2,Lake,name,Lake Mweru,Lake Moero,What are the names and capitals of countries where a drainage basin that includes Lake Moero is located?,A;B
cypherbench:1542,01c5fafa-479e-4f55-9be5-7eacc0fd3dff,cypherbench,movie,partial,llm,1-census,2,ProductionCompany,name,TSG Entertainment,TSG,"List the names of directors who have worked on movies produced by TSG, along with the number of such movies they have directed.",A;C
zograscope:743,5009,zograscope,pole,typo,algorithmic,2-sample,2,Person,surname,Lopez,Lopze,Who shares a home with a Lopze and is friends with the person whose phone is 5-(921)255-6437?,A;D
cypherbench:275,0882a18e-e9ca-4d98-afef-70b3cfe557e6,cypherbench,flight_accident,abbrev,llm,1-census,2,AircraftManufacturer,name,Bombardier,BBD,What are the names of aircraft models produced by BBD?,A;E
zograscope:556,2630,zograscope,pole,partial,algorithmic,2-sample,2,Vehicle,model,Continental Mark VII,VII,When did a crime first involve a VII and a person with surname Williamson?,B;C
mindthequery:801,Complex_Retrieval_test:71,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,Identify cases where the drug 'QUAVONLIMAB' is listed as a primary suspect and the case resulted in 'IME'. Return the primary IDs of these cases.,B;D
cypherbench:1837,b4792cde-82d1-4949-9716-ab4091d02dfc,cypherbench,politics,abbrev,attested,1-sample,2,Country,name,Cuba,CUB,What are the names and official languages of countries that CUB have diplomatic relations with and where the All India Forward Bloc operates?,B;E
zograscope:413,4255,zograscope,pole,abbrev,attested,1-sample,2,Officer,rank,Sergeant,Sgt,How many offenses on 15/08/2017 involving individuals were probed by Sgts who also worked on cases with the status Investigation complete; no suspect identified and involved A5 model cars?,C;D
mindthequery:954,Complex_Retrieval_test:237,mindthequery,healthcare,abbrev,llm,1-census,2,Outcome,outcome,Other Serious (Important Medical Event),IME,Find distinct cases where 'DULAGLUTIDE' is listed as the primary suspect drug and the case resulted in 'IME'. Return the case's primary ID.,C;E
mindthequery:1124,Complex_Retrieval_test:111,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,France 2019,WWC 2019,"For each team that participated in the 'WWC 2019' tournament, find the total number of players who represent them and played in at least one match during that tournament.",D;E
cypherbench:765,912c80df-b3d3-4873-9b31-ccd3e1d5e84e,cypherbench,company,alias,attested,1-sample,2,Person,name,Charles Prince,Charles Owen Prince III,Which companies had Charles Owen Prince III as a board member during the year 2006?,A;B
cypherbench:350,da09e771-9079-4f29-9fb6-80f257485500,cypherbench,flight_accident,abbrev,attested,1-sample,2,AircraftModel,name,McDonnell Douglas DC-10,DC10,What are the names of aviation accidents that either involved the DC10 or were headed to Aeropuerto Internacional Benito Juárez?,A;C
mindthequery:929,Complex_Retrieval_test:210,mindthequery,healthcare,alias,llm,1-census,2,Outcome,outcome,Death,passing,"Find all cases where the patient's age is over 65 and the case resulted in 'passing', also find the drugs that are primary suspects in those cases.",A;D
cypherbench:704,8bbeb5b7-9295-4175-b78e-054e99ca7767,cypherbench,fictional_character,alias,attested,1-sample,2,Location,name,Twins,Crossing,"Provide the names of all characters who died at the Crossing, along with the count of individuals each of them killed.",A;E
mindthequery:53,Complex_Aggregation_test:52,mindthequery,covid,typo,algorithmic,2-sample,1,Person,healthstatus,Sick,Sicck,"For each type of place, determine the average visit duration (in seconds) for visits performed by 'Sicck' persons before their confirmed time. Return the place type and the average duration.",E
cypherbench:76,6b3e04ef-80e2-43e7-b7ea-fdcc0aaf11c9,cypherbench,nba,alias,attested,1-sample,2,Player,name,Chris Whitney,Christofer Antwone Whitney,What is the latest birthdate among players who have played for a team that Christofer Antwone Whitney was drafted by?,B;C
cypherbench:116,ddf26fab-79e3-43e7-80ba-7e9c62217385,cypherbench,nba,alias,llm,1-census,2,Division,name,Atlantic Division,the Atlantic,What are the unique handedness types of players drafted by teams in the Atlantic?,B;D
cypherbench:170,d79d2251-db04-4a52-8de9-6752d8262ce2,cypherbench,nba,casing,algorithmic,2-sample,2,Venue,name,Georgia Dome,GEORGIA DOME,What are the names of teams that have had their home venue at either the GEORGIA DOME or Kiel Auditorium at some point in time?,B;E
cypherbench:563,454effca-2525-4631-b4a8-8e38fdffb7cf,cypherbench,fictional_character,partial,llm,1-census,2,Character,name,Minisa Tully,Minisa,Who are the unique creators of characters whose mother is Minisa and who were born in Riverrun?,C;D
cypherbench:240,5687cb19-549e-4111-94e9-d23594a7f7e1,cypherbench,nba,alias,attested,1-sample,2,Award,name,Bill Russell NBA Finals Most Valuable Player Award,NBA Finals MVP,What are the names and genders of players who have received both the NBA Finals MVP and the German Sportspersonality of the Year award?,C;E
mindthequery:0,Complex_Aggregation_test:0,mindthequery,bloom,abbrev,llm,1-census,2,DeliveryAddress,state,Montana,MT,What is the average purchase amount for purchases delivered to addresses in 'MT'?,D;E
cypherbench:691,c59e9f77-9354-49e3-957c-3e023eb87b6c,cypherbench,fictional_character,casing,algorithmic,2-sample,2,Organization,name,Dark X-Men,DARK X-MEN,What are the names of individuals whose mothers are members of the DARK X-MEN?,A;B
mindthequery:979,Complex_Aggregation_test:68,mindthequery,wwc,abbrev,llm,1-census,2,Tournament,name,Germany 2011,WWC 2011,"For the tournament 'WWC 2011', calculate the average number of goals scored per match and the total number of matches played. Return the tournament name, average goals per match, and total matches.",A;C
